Entry_No,Sample_ID,Reference Doi,Reference Short,Rocktype,Craton,Country,Specific Location,Mineral,Garnet_type,SiO2,TiO2,Al2O3,CaO,Cr2O3,FeO,Fe2O3,MgO,MnO,Na2O,Ni,Sr,T,P
5181,JJG 5050-22,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,41.28,0.35,17.71,5.81,7.62,6.906,0.182,19.16,0.43,0.06,,,979.66,47.23
5200,JJG 5050-29,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,41.39,0.32,17.31,5.95,8.53,6.516,0.183,19.13,0.39,0.04,,,1006.93,47.27
5236,JJG 5050-4,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,42.2,0.26,21.42,4.46,3.43,7.292,0.187,20.5,0.4,0.05,,,1010.11,45.78
5244,JJG 5050-42,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G12,39.65,0.15,14.66,8.76,10.09,11.303,0.174,13.66,0.62,0,,,817.56,40.26
5257,JJG 5050-46,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.9,0.01,18.77,2.33,7.69,6.083,0.186,22.65,0.4,0.01,,,895.78,45.6
5264,JJG 5050-49,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G12,40.82,0.17,17.86,7.37,7.21,10.678,0.18,15.29,0.57,0.01,,,1022.81,68.6
5270,JJG 5050-50,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,41.09,0.27,16.06,7.05,9.5,7.048,0.18,18,0.38,0.02,,,1090.33,53.41
5283,JJG 5050-56,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,41.3,0.32,18.94,5.58,6.09,6.885,0.183,19.86,0.36,0.03,,,1063.98,54.45
5298,JJG 5050-62,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.71,0,20.29,3.45,5.6,7.953,0.186,20.68,0.54,0.01,,,742.16,33.57
5316,JJG 5050-69,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G12,39.19,0.17,13.85,9.75,10.97,11.364,0.173,13.02,0.6,0,,,1009.61,64.05
5330,JJG 5050-74,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.2,0.01,16.88,3.17,9.57,6.806,0.182,20.98,0.44,0.01,,,864.45,46.25
5332,JJG 5050-75,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.5,0.02,17.5,3.12,8.76,6.665,0.183,21.28,0.44,0.02,,,936.44,49.07
5335,JJG 5050-76,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G12,40.36,0.01,19.03,6.86,5.6,10.439,0.179,16.17,0.59,0.01,,,934.34,52.4
5338,JJG 5050-79,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,40.92,0.02,16.88,4.75,9.23,7.147,0.181,19.5,0.49,0.01,,,917.82,49.42
5342,JJG 5050-80,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.4,0.06,17.75,5.25,8.19,6.505,0.183,19.82,0.42,0.02,,,968.2,51
5344,JJG 5050-81,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.26,0.01,18,5.07,8.25,7.576,0.183,19.14,0.54,0.02,,,817.56,40.26
5347,JJG 5050-82,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.76,0.01,18.56,3.09,7.75,6.974,0.185,21.16,0.47,0.01,,,856.14,46.31
5351,JJG 5050-83,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,41.19,0.02,17.53,6.37,8.57,6.956,0.182,18.59,0.46,0.01,,,948.97,53.69
5354,JJG 5050-84,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.74,0.01,18.48,1.72,7.94,7.094,0.185,22.26,0.46,0.01,,,877.06,47.13
5357,JJG 5050-85,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,41.11,0,18.52,6.78,7.34,7.446,0.182,17.79,0.45,0.01,,,914.54,50.15
5359,JJG 5050-86,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.26,0.01,17.61,4.07,8.6,6.856,0.183,20.53,0.44,0.01,,,934.87,49.21
5363,JJG 5050-87,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.8,0,20.39,2.16,5.25,7.763,0.185,21.46,0.55,0.02,,,734.87,35.43
5366,JJG 5050-88,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,41.1,0.01,19.33,6.69,6.34,7.886,0.183,17.84,0.51,0.01,,,807.08,40.78
5371,JJG 5050-90,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.25,0.03,19.14,4.84,6.66,7.375,0.183,19.72,0.47,0.04,,,828.54,39.07
5375,JJG 5050-91,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,40.97,0.01,15.91,4.51,10.54,6.987,0.181,19.88,0.45,0.01,,,946.89,52.46
5379,JJG 5050-92,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,40.77,0.02,17.07,6.15,8.88,7.758,0.181,18.16,0.53,0.02,,,829.54,43.65
5382,JJG 5050-93,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G9,40.95,0.1,16.2,6.49,10.16,6.727,0.181,18.61,0.42,0.03,,,1007.09,51.32
5385,JJG 5050-95,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.84,0.01,17.99,0.98,8.53,7.014,0.185,22.66,0.45,0.01,,,830.08,40.77
5388,JJG 5050-96,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.66,0.01,18.38,3.05,7.72,6.734,0.184,21.42,0.41,0.02,,,910.97,44.95
5391,JJG 5050-97,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,40.98,0.01,18.33,5.15,7.54,8.056,0.182,18.72,0.59,0.02,,,799.43,40.14
5393,JJG 5050-98,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.51,0.01,17.4,2.09,8.97,7.135,0.183,21.75,0.46,0.01,,,875.24,47.24
5396,JJG 5050-99,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Panda,Garnet,G10,41.68,0,18.34,3.12,7.95,6.784,0.185,21.5,0.44,0.01,,,897.15,45.97
5405,JJG 5047-27,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G11,42.45,0.59,20.98,4.98,3.08,7.972,0.187,20.17,0.35,0.06,,,1086.51,50.85
5411,JJG 5047-29,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.22,0.13,20.69,4.82,4.34,6.862,0.186,20.58,0.36,0.02,,,1052.42,48.69
5414,JJG 5047-30,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.2,0.28,22.44,4.16,2.21,8.861,0.187,19.95,0.39,0.06,,,860.9,42.26
5427,JJG 5047-34,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.14,0.3,21.42,4.44,3.37,7.442,0.187,20.42,0.35,0.04,,,1046.86,48.91
5440,JJG 5047-38,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,41.39,0.22,18.02,6.19,7.7,7.285,0.183,18.69,0.43,0.05,,,962.11,49.65
5443,JJG 5047-39,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,40.76,0.16,16.81,6.78,8.92,7.618,0.18,17.8,0.54,0.04,,,835.37,43.26
5451,JJG 5047-42,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,40.88,0.07,16.11,7.49,9.88,6.868,0.18,17.87,0.34,0,,,1179.35,67.59
5453,JJG 5047-43,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.53,0.2,21.19,4.98,3.06,7.432,0.187,20.37,0.31,0.02,,,1117.67,50.08
5455,JJG 5047-44,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.05,0.26,20.97,4.89,3.18,7.183,0.185,20.45,0.31,0.04,,,1157.54,53.36
5457,JJG 5047-45,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.28,0.24,21.44,4.86,2.84,7.462,0.187,20.73,0.34,0.03,,,1199.21,55.62
5459,JJG 5047-46,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G11,41.84,0.75,18.8,5.68,5.51,7.714,0.185,19.72,0.33,0.07,,,1129.4,54.21
5464,JJG 5047-48,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.51,0.29,21.73,4.59,2.34,7.571,0.187,20.7,0.33,0.04,,,1151.79,52.71
5467,JJG 5047-49,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.37,0.29,21.49,4.88,2.88,7.461,0.187,20.59,0.32,0.02,,,1146.08,52.65
5470,JJG 5047-50,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,42.55,0.29,21.32,4.84,2.96,7.531,0.187,20.58,0.29,0.02,,,1143.29,52.07
5474,JJG 5047-51,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Pigeon,Garnet,G9,41.65,0.29,18.39,5.96,6.56,7.415,0.184,19.22,0.37,0.03,,,1069.89,51.1
5478,JJG 5051-1,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,41.1,0.1,17.37,6.79,8.62,7.516,0.182,18.03,0.52,0.02,,,863.45,47.07
5481,JJG 5051-10,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G10,41.81,0.02,19.07,3.6,6.85,7.284,0.185,20.71,0.45,0.01,,,802.01,40.55
5485,JJG 5051-12,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,41.1,0.04,17.19,6.92,8.67,7.437,0.181,17.85,0.52,0.03,,,850.28,44.81
5487,JJG 5051-13,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,41.29,0.04,18.62,6.02,7.4,7.665,0.183,18.46,0.48,0.01,,,815.54,44.01
5489,JJG 5051-14,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,40.91,0.07,16.8,5.9,9.26,7.387,0.181,18.73,0.45,0,,,800.3,41.41
5491,JJG 5051-15,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G10,41.63,0.01,19.02,3.62,7.18,7.514,0.185,20.6,0.49,0.01,,,777.35,39.57
5493,JJG 5051-16,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,40.93,0.04,17.43,5.98,8.79,7.427,0.182,18.51,0.5,0.02,,,820.97,42.2
5501,JJG 5051-2,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,40.62,0.07,16.77,6.72,9.09,7.838,0.18,17.75,0.47,0.03,,,841.74,42.53
5507,JJG 5051-21,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,42.56,0.31,22.91,4.14,1.87,8.14,0.189,20.64,0.38,0.07,,,944.04,44.93
5512,JJG 5051-23,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,42.61,0.3,22.6,4.31,2.27,7.54,0.189,20.58,0.41,0.04,,,967.21,45.74
5519,JJG 5051-26,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,41.68,0.23,23.42,4.61,1.42,7.652,0.187,20.42,0.38,0.06,,,754.51,35.31
5522,JJG 5051-27,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,42.64,0.18,23.37,4.49,1.44,7.68,0.189,20.32,0.37,0.04,,,741.47,35.04
5525,JJG 5051-28,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,42.15,0.23,23.53,4.57,1.4,7.68,0.189,20.52,0.38,0.04,,,764.4,36.51
5528,JJG 5051-29,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G11,42.15,0.67,19.29,5.21,5.01,7.503,0.186,20.31,0.35,0.06,,,1142.93,49.95
5531,JJG 5051-3,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,41.16,0.08,18.35,6.32,7.47,7.506,0.183,18.4,0.52,0.04,,,850.03,46.2
5543,JJG 5051-34,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,41.65,0.22,17.61,6.4,7.96,7.155,0.184,19.12,0.37,0.01,,,1096.79,55.12
5545,JJG 5051-4,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,41.21,0.14,17.09,6.5,8.83,7.416,0.182,18.18,0.46,0.02,,,863.55,45.22
5548,JJG 5051-5,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,40.85,0.15,16.47,6.98,9.35,7.348,0.18,17.77,0.55,0.03,,,842.37,44.26
5552,JJG 5051-6,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,40.85,0.11,16.94,6.93,9.06,7.447,0.181,17.66,0.55,0.04,,,848.11,46.6
5555,JJG 5051-7,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,40.99,0.15,16.95,6.47,9.15,7.477,0.181,18.17,0.44,0.03,,,847.23,45.36
5558,JJG 5051-8,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,41.21,0.06,17.33,6.36,8.28,7.987,0.182,18.06,0.55,0.03,,,831.84,45.71
5562,JJG 5051-9,https://doi.org/10.1016/j.lithos.2004.04.013,Menzies et al. 2004,Perid,Slave,Canada,Sable,Garnet,G9,40.99,0.1,17.27,6.58,8.84,7.497,0.181,17.96,0.5,0.02,,,841.2,45.84
5618,444247,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Kangerlussuaq,Garnet,G9,41.2198254,0.420460317,18.98693651,6.405039683,5.168071429,8.853,0.183,18.33307937,0.510134921,0,,,918.73,35.03
5619,464637d,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Kangerlussuaq,Garnet,G11,40.26995778,1.278401111,14.46231722,6.889085556,9.354885556,8.59,0.715,17.95883944,0.401438333,0.112131111,,,1160.36,53.73
5620,474527,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Kangerlussuaq,Garnet,G11,41.2207,1.3872,16.27766667,6.1799,7.5793,6.387,0.527,20.38676667,0.333533333,0.117433333,,,1267.43,61.13
5621,474540,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G11,41.53052976,0.41422619,18.16031548,5.362821429,6.635416667,6.231,0.279,21.09352976,0.321357143,0,,,1109.48,49.13
5622,474547,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G11,41.02233333,0.424766667,15.8211,6.169433333,9.647433333,6.383,0.182,19.99153333,0.376566667,0,,,976.25,46.61
5623,474555,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G11,40.89453333,1.085055556,16.10289444,6.324566667,8.164872222,7.008,0.729,19.66099444,0.387261111,0.114388889,,,1189.47,56.97
5624,474556a,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G11,41.6274795,0.89884127,19.87900265,4.736301587,3.364480159,8.177,0.185,20.68496164,0.337367725,0,,,1067.57,50.14
5625,474568,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G11,40.91853409,0.782950758,18.65764015,4.853227273,5.491742424,7.345,0.737,21.21469697,0.358352273,0,,,1238.94,60.15
5626,474574a,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G9,40.98288325,0.283241071,16.86885065,5.641638258,8.443812229,6.398,0.443,20.32304464,0.386451434,0,,,1004.29,46.41
5627,474575,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G11,42.04442857,0.573380952,20.49835714,4.729238095,3.576619048,7.446,0.394,21.28990476,0.340833333,0,,,1055.63,48.64
5628,474577,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G9,41.3406,0.3144,16.4284,6.0958,8.3261,6.723,0.196,20.114,0.3087,0,,,1164.47,50.13
5629,477421,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,hzb,North Atlantic,Greenland,Maniitsoq,Garnet,G9,41.12559802,0.107008532,17.90813641,6.250370139,7.541752381,7.798,0.317,19.03022758,0.525356647,0,,,911.2,45.51
5630,484842,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Maniitsoq,Garnet,G9,41.57953571,0.004321429,20.29685714,5.318214286,5.033107143,7.34,0.185,20.09342857,0.425285714,0,,,887.81,40.85
5631,483806c1,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Kangerlussuaq,Garnet,G11,40.53991111,0.975151852,15.8771037,6.533077778,8.354866667,7.483,0.441,19.12093704,0.384962963,0,,,1090.13,49.17
5632,483806d1,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Kangerlussuaq,Garnet,G11,40.62276838,0.954716176,16.42001863,5.752474265,7.486615196,6.853,0.722,19.87870784,0.339610294,0.139573039,,,1262.59,58.99
5633,491719,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G11,41.0969,0.4820625,17.6545,6.1805125,6.6075625,6.777,0.44,19.935625,0.323675,0,,,1221.28,52.09
5634,491731,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G11,41.9745625,0.6810625,19.62925,5.094,4.375,6.349,0.186,21.472875,0.2736875,0,,,1260.8,54.34
5635,Mh25.05.a2,https://doi.org/10.1016/j.lithos.2009.05.012,Sand et al 2009.,lhz,North Atlantic,Greenland,Sarfartoq,Garnet,G9,41.60623427,0.024933566,19.65067483,6.126716783,5.185472028,8.366,0.184,18.69052448,0.589097902,0,,,766.83,36.61
5643,C-X2-MXL4,https://doi.org/10.1093/petrology/egr036,Tappert et al 2011,Lhz,S Australia,Australia,Monk Hill,Garnet,G9,41.4,0.03,21.9,5.55,2.21,7.193,0.741,20.3,0.48,0,,,923.49,33.4
5647,C-X4-MXL2,https://doi.org/10.1093/petrology/egr036,Tappert et al 2011,Lhz,S Australia,Australia,Monk Hill,Garnet,G9,41.5,0.04,21.76,5.55,2.42,7.36,0.744,20.5,0.43,0,,,976.41,33.29
5651,C-X4-MXL3,https://doi.org/10.1093/petrology/egr036,Tappert et al 2011,Lhz,S Australia,Australia,Monk Hill,Garnet,G9,41.3,0.04,21.7,5.6,2.52,7.382,0.743,20.5,0.44,0,,,921.33,35.01
5660,C-X6-MXL1,https://doi.org/10.1093/petrology/egr036,Tappert et al 2011,Lhz,S Australia,Australia,Monk Hill,Garnet,G12,41.5,0.05,22.4,5.85,1.58,7.901,0.743,19.7,0.57,0,,,924.17,33.64
5664,C-X6-MXL2,https://doi.org/10.1093/petrology/egr036,Tappert et al 2011,Lhz,S Australia,Australia,Monk Hill,Garnet,G9,41.5,0.06,20.5,6.02,4.36,6.592,0.743,20.3,0.4,0,,,1072.38,49.31
5668,C-X7-MXL1,https://doi.org/10.1093/petrology/egr036,Tappert et al 2011,Lhz,S Australia,Australia,Monk Hill,Garnet,G9,41.7,0.26,22.19,4.57,1.6,7.309,0.746,21.2,0.31,0.06,,,1228.1,49.11
